taxid	organism_name	annotation_id	annotation_url	assembly_accession	assembly_url	busco_complete	busco_duplicated	busco_single_copy	busco_fragmented	busco_missing
29088	Neomonachus schauinslandi	949fa88c706ed189b93ca8dff6052a33	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/201/575/GCF_002201575.2_ASM220157v2/GCF_002201575.2_ASM220157v2_genomic.gff.gz	GCF_002201575.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/201/575/GCF_002201575.2_ASM220157v2/GCF_002201575.2_ASM220157v2_genomic.fna.gz	99.2	8.5	90.7	0.8	0.0
29137	Dugong dugon	d56439870aeb0aca54dffa85b1e9558a	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/035/585/GCA_030035585.1_mDugDug1.hap1/GCA_030035585.1_mDugDug1.hap1_genomic.gff.gz	GCA_030035585.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/035/585/GCA_030035585.1_mDugDug1.hap1/GCA_030035585.1_mDugDug1.hap1_genomic.fna.gz	100.0	0.8	99.2	0.0	0.0
29139	Vombatus ursinus	85a40f7040497cce94d6dff366b28bc2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/497/805/GCF_900497805.2_bare-nosed_wombat_genome_assembly/GCF_900497805.2_bare-nosed_wombat_genome_assembly_genomic.gff.gz	GCF_900497805.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/497/805/GCF_900497805.2_bare-nosed_wombat_genome_assembly/GCF_900497805.2_bare-nosed_wombat_genome_assembly_genomic.fna.gz	99.2	10.1	89.1	0.0	0.8
29159	Magallana gigas	54cb276531de3b3e420419e49581138f	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/853/765/GCF_963853765.1_xbMagGiga1.1/GCF_963853765.1_xbMagGiga1.1_genomic.gff.gz	GCF_963853765.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/853/765/GCF_963853765.1_xbMagGiga1.1/GCF_963853765.1_xbMagGiga1.1_genomic.fna.gz	97.7	0.8	96.9	0.8	1.6
30301	Botryllus schlosseri	aa830cb435d9078fe1ff316833947b51	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/294/905/GCF_051294905.1_Bs_hap1/GCF_051294905.1_Bs_hap1_genomic.gff.gz	GCF_051294905.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/294/905/GCF_051294905.1_Bs_hap1/GCF_051294905.1_Bs_hap1_genomic.fna.gz	98.4	0.0	98.4	0.0	1.6
30522	Bos indicus x Bos taurus	b7dd6501cf3428b7fdacdf7228c2ac1c	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/369/695/GCF_003369695.1_UOA_Brahman_1/GCF_003369695.1_UOA_Brahman_1_genomic.gff.gz	GCF_003369695.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/369/695/GCF_003369695.1_UOA_Brahman_1/GCF_003369695.1_UOA_Brahman_1_genomic.fna.gz	98.4	3.1	95.3	1.6	0.0
30532	Dama dama	9b48c1a76cd9c95329abbf615c0d7507	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/118/175/GCF_033118175.1_ASM3311817v1/GCF_033118175.1_ASM3311817v1_genomic.gff.gz	GCF_033118175.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/118/175/GCF_033118175.1_ASM3311817v1/GCF_033118175.1_ASM3311817v1_genomic.fna.gz	100.0	10.9	89.1	0.0	0.0
30538	Vicugna pacos	cc9ae5658557c170a90e089d142f40ef	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/048/564/905/GCF_048564905.1_VicPac4/GCF_048564905.1_VicPac4_genomic.gff.gz	GCF_048564905.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/048/564/905/GCF_048564905.1_VicPac4/GCF_048564905.1_VicPac4_genomic.fna.gz	100.0	1.6	98.4	0.0	0.0
30589	Alouatta palliata	3085192ff7fe22d01ab9112e772931f7	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Alouatta_palliata/GCA_004027835.1/ensembl/geneset/2020_11/genes.gff3.gz	GCA_004027835.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/027/835/GCA_004027835.1_AloPal_v1_BIUU/GCA_004027835.1_AloPal_v1_BIUU_genomic.fna.gz	72.1	3.1	69.0	16.3	11.6
30608	Microcebus murinus	4c7febc036359e249d90aaf02f896c9a	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/939/455/GCF_040939455.1_M.murinus_Inina_mat1.0/GCF_040939455.1_M.murinus_Inina_mat1.0_genomic.gff.gz	GCF_040939455.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/939/455/GCF_040939455.1_M.murinus_Inina_mat1.0/GCF_040939455.1_M.murinus_Inina_mat1.0_genomic.fna.gz	100.0	3.1	96.9	0.0	0.0
30611	Otolemur garnettii	9adb368d86ea92841b8e887e4d11ed14	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/181/295/GCF_000181295.1_OtoGar3/GCF_000181295.1_OtoGar3_genomic.gff.gz	GCF_000181295.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/181/295/GCF_000181295.1_OtoGar3/GCF_000181295.1_OtoGar3_genomic.fna.gz	98.4	0.8	97.7	1.6	0.0
30640	Sciurus carolinensis	b61c9421ef59fc98ae9b59b9b40ce7d1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/686/445/GCF_902686445.1_mSciCar1.2/GCF_902686445.1_mSciCar1.2_genomic.gff.gz	GCF_902686445.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/686/445/GCF_902686445.1_mSciCar1.2/GCF_902686445.1_mSciCar1.2_genomic.fna.gz	100.0	6.2	93.8	0.0	0.0
31869	Daubentonia madagascariensis	aa1ac4538b673872572e628956331e09	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Daubentonia_madagascariensis/GCA_004027145.1/ensembl/geneset/2020_09/genes.gff3.gz	GCA_004027145.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/027/145/GCA_004027145.1_DauMad_v1_BIUU/GCA_004027145.1_DauMad_v1_BIUU_genomic.fna.gz	93.0	0.0	93.0	4.7	2.3
32536	Acinonyx jubatus	a85f47526b4f957991edd08aa7d47c25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/475/565/GCF_027475565.1_VMU_Ajub_asm_v1.0/GCF_027475565.1_VMU_Ajub_asm_v1.0_genomic.gff.gz	GCF_027475565.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/475/565/GCF_027475565.1_VMU_Ajub_asm_v1.0/GCF_027475565.1_VMU_Ajub_asm_v1.0_genomic.fna.gz	100.0	3.1	96.9	0.0	0.0
33562	Dromiciops gliroides	dac0839535883d86a45764a167e503fd	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Dromiciops_gliroides/GCA_019393635.1/ensembl/geneset/2025_06/genes.gff3.gz	GCA_019393635.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/393/635/GCA_019393635.1_mDroGli1.pri/GCA_019393635.1_mDroGli1.pri_genomic.fna.gz	99.2	3.9	95.3	0.8	0.0
34839	Chinchilla lanigera	a52cb38f2a07ed1490a468a2a67f53bd	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/665/GCF_000276665.1_ChiLan1.0/GCF_000276665.1_ChiLan1.0_genomic.gff.gz	GCF_000276665.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/665/GCF_000276665.1_ChiLan1.0/GCF_000276665.1_ChiLan1.0_genomic.fna.gz	99.2	2.3	96.9	0.0	0.8
34844	Erethizon dorsatum	ae52e936e00e4d7e0c4ce347a5975ac1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/451/465/GCA_028451465.1_mEreDor1.pri/GCA_028451465.1_mEreDor1.pri_genomic.gff.gz	GCA_028451465.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/451/465/GCA_028451465.1_mEreDor1.pri/GCA_028451465.1_mEreDor1.pri_genomic.fna.gz	100.0	3.1	96.9	0.0	0.0
34865	Capricornis sumatraensis	7aab2a8186c3f05407ceb6e022f43380	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/405/125/GCF_032405125.1_serow.2/GCF_032405125.1_serow.2_genomic.gff.gz	GCF_032405125.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/405/125/GCF_032405125.1_serow.2/GCF_032405125.1_serow.2_genomic.fna.gz	100.0	3.1	96.9	0.0	0.0
34869	Rupicapra rupicapra	3e93052c71668e644d705aee4321c723	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Rupicapra_rupicapra/GCA_963981305.1/ensembl/geneset/2024_05/genes.gff3.gz	GCA_963981305.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/981/305/GCA_963981305.1_mRupRup1.1/GCA_963981305.1_mRupRup1.1_genomic.fna.gz	99.2	2.3	96.9	0.8	0.0
34880	Nyctereutes procyonoides	bafbb2a6f4013b72e275de227bdaf06b	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/146/905/GCA_905146905.1_NYPRO_anot_genome/GCA_905146905.1_NYPRO_anot_genome_genomic.gff.gz	GCA_905146905.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/146/905/GCA_905146905.1_NYPRO_anot_genome/GCA_905146905.1_NYPRO_anot_genome_genomic.fna.gz	100.0	7.8	92.2	0.0	0.0
34884	Callorhinus ursinus	b6a352ca244cf4726e5bc098759810c2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/265/705/GCF_003265705.2_GSC_fseal_2.0/GCF_003265705.2_GSC_fseal_2.0_genomic.gff.gz	GCF_003265705.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/265/705/GCF_003265705.2_GSC_fseal_2.0/GCF_003265705.2_GSC_fseal_2.0_genomic.fna.gz	100.0	4.7	95.3	0.0	0.0
34886	Eumetopias jubatus	ad872b2f49111a02cae0b9d19790709f	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Eumetopias_jubatus/GCA_037043125.1/ensembl/geneset/2024_05/genes.gff3.gz	GCA_037043125.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/043/125/GCA_037043125.1_mEumJub1_p1.0/GCA_037043125.1_mEumJub1_p1.0_genomic.fna.gz	100.0	7.8	92.2	0.0	0.0
35658	Mastomys coucha	ff897a00ba60fd2944c6332b1bf316b6	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/632/895/GCF_008632895.1_UCSF_Mcou_1/GCF_008632895.1_UCSF_Mcou_1_genomic.gff.gz	GCF_008632895.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/632/895/GCF_008632895.1_UCSF_Mcou_1/GCF_008632895.1_UCSF_Mcou_1_genomic.fna.gz	98.4	1.6	96.9	1.6	0.0
36239	Mustela nivalis	46c8f281212c236d02bf429d1427f75f	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/662/115/GCF_964662115.1_mMusNiv2.hap1.1/GCF_964662115.1_mMusNiv2.hap1.1_genomic.gff.gz	GCF_964662115.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/662/115/GCF_964662115.1_mMusNiv2.hap1.1/GCF_964662115.1_mMusNiv2.hap1.1_genomic.fna.gz	96.9	0.8	96.1	2.3	0.8
36722	Martes zibellina	dd69025082d0c16bcea9c59f4a159b79	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Martes_zibellina/GCA_012583365.1/ensembl/geneset/2020_05/genes.gff3.gz	GCA_012583365.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/583/365/GCA_012583365.1_ASM1258336v1/GCA_012583365.1_ASM1258336v1_genomic.fna.gz	95.3	1.6	93.8	3.9	0.8
36723	Mustela erminea	cc2273407d73959dc41e2887ed404a04	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/829/155/GCF_009829155.1_mMusErm1.Pri/GCF_009829155.1_mMusErm1.Pri_genomic.gff.gz	GCF_009829155.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/829/155/GCF_009829155.1_mMusErm1.Pri/GCF_009829155.1_mMusErm1.Pri_genomic.fna.gz	98.4	5.4	93.0	0.8	0.8
37029	Prionailurus bengalensis	507160eb44c2da6dfb58af253fd639eb	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/509/475/GCF_016509475.1_Fcat_Pben_1.1_paternal_pri/GCF_016509475.1_Fcat_Pben_1.1_paternal_pri_genomic.gff.gz	GCF_016509475.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/509/475/GCF_016509475.1_Fcat_Pben_1.1_paternal_pri/GCF_016509475.1_Fcat_Pben_1.1_paternal_pri_genomic.fna.gz	100.0	3.1	96.9	0.0	0.0
37030	Prionailurus iriomotensis	0794b24e5697c736ac89d5a3f976624a	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/601/675/GCA_054601675.1_Prionailurus_bengalensis_iriomotensis_assembly02/GCA_054601675.1_Prionailurus_bengalensis_iriomotensis_assembly02_genomic.gff.gz	GCA_054601675.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/601/675/GCA_054601675.1_Prionailurus_bengalensis_iriomotensis_assembly02/GCA_054601675.1_Prionailurus_bengalensis_iriomotensis_assembly02_genomic.fna.gz					
37032	Suricata suricatta	5a847cb1f096750e7a6162c845d5529e	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/229/205/GCF_006229205.1_meerkat_22Aug2017_6uvM2_HiC/GCF_006229205.1_meerkat_22Aug2017_6uvM2_HiC_genomic.gff.gz	GCF_006229205.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/229/205/GCF_006229205.1_meerkat_22Aug2017_6uvM2_HiC/GCF_006229205.1_meerkat_22Aug2017_6uvM2_HiC_genomic.fna.gz	96.1	0.8	95.3	3.1	0.8
37174	Ovis canadensis	cf700403b71cf66d3be9c17ae2f5278e	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/477/335/GCF_042477335.2_ARS-UI_OviCan_v2/GCF_042477335.2_ARS-UI_OviCan_v2_genomic.gff.gz	GCF_042477335.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/477/335/GCF_042477335.2_ARS-UI_OviCan_v2/GCF_042477335.2_ARS-UI_OviCan_v2_genomic.fna.gz	99.2	3.1	96.1	0.8	0.0
37176	Ovibos moschatus	1e19846a1e6bea6693595dc6ec5affe6	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/156/055/GCA_041156055.1_O.moschatus_RAN27_v1.0/GCA_041156055.1_O.moschatus_RAN27_v1.0_genomic.gff.gz	GCA_041156055.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/156/055/GCA_041156055.1_O.moschatus_RAN27_v1.0/GCA_041156055.1_O.moschatus_RAN27_v1.0_genomic.fna.gz	7.0	0.0	7.0	3.9	89.1
37181	Budorcas taxicolor	1f5490fa71ce0908f64b0e68c8b753c5	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/091/745/GCF_023091745.1_Takin1.1/GCF_023091745.1_Takin1.1_genomic.gff.gz	GCF_023091745.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/091/745/GCF_023091745.1_Takin1.1/GCF_023091745.1_Takin1.1_genomic.fna.gz	99.2	7.8	91.5	0.8	0.0
37293	Aotus nancymaae	afdecb1e8e17a60fab1b73023622071c	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Aotus_nancymaae/GCA_000952055.2/ensembl/geneset/2020_03/genes.gff3.gz	GCA_000952055.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/952/055/GCA_000952055.2_Anan_2.0/GCA_000952055.2_Anan_2.0_genomic.fna.gz	98.4	7.8	90.7	1.6	0.0
37548	Cavia aperea	7906bf815d4d6bb4bf6b32392bca8379	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Cavia_aperea/GCA_000688575.1/ensembl/geneset/2017_02/genes.gff3.gz	GCA_000688575.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/688/575/GCA_000688575.1_CavAp1.0/GCA_000688575.1_CavAp1.0_genomic.fna.gz	55.0	1.6	53.5	32.6	12.4
38626	Phascolarctos cinereus	bdc0bc963d3a003110609b088876965d	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/287/225/GCF_003287225.1_phaCin_HiC/GCF_003287225.1_phaCin_HiC_genomic.gff.gz	GCF_003287225.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/287/225/GCF_003287225.1_phaCin_HiC/GCF_003287225.1_phaCin_HiC_genomic.fna.gz	100.0	0.8	99.2	0.0	0.0
38668	Onychomys leucogaster	6c70d6d23a6a2e90f29ffb2e7d506713	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Onychomys_leucogaster/GCA_949786385.1/ensembl/geneset/2023_09/genes.gff3.gz	GCA_949786385.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/786/385/GCA_949786385.1_OncLeu_H2_v1/GCA_949786385.1_OncLeu_H2_v1_genomic.fna.gz	97.7	1.6	96.1	0.8	1.6
38674	Onychomys torridus	6e7a0686c1b46ce776cf0e174cb9fcd5	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Onychomys_torridus/GCA_949787125.1/ensembl/geneset/2023_09/genes.gff3.gz	GCA_949787125.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/787/125/GCA_949787125.1_OncTor_H1_v1/GCA_949787125.1_OncTor_H1_v1_genomic.fna.gz	98.4	0.8	97.7	1.6	0.0
38679	Onychomys arenicola	431d14a029d1fc5886ada9a6b2eb0231	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Onychomys_arenicola/GCA_949786405.1/ensembl/geneset/2023_11/genes.gff3.gz	GCA_949786405.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/786/405/GCA_949786405.1_OncAre_H1_v1/GCA_949786405.1_OncAre_H1_v1_genomic.fna.gz	97.7	2.3	95.3	1.6	0.8
38775	Antechinus flavipes	0ca99b71517de8f32bff3c139b400b02	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/432/865/GCF_016432865.1_AdamAnt_v2/GCF_016432865.1_AdamAnt_v2_genomic.gff.gz	GCF_016432865.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/432/865/GCF_016432865.1_AdamAnt_v2/GCF_016432865.1_AdamAnt_v2_genomic.fna.gz	98.4	7.8	90.7	0.0	1.6
39030	Apodemus agrarius	13072a8cc07d9a0cd1a1a65224c0b867	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Apodemus_agrarius/GCA_964023405.1/ensembl/geneset/2024_05/genes.gff3.gz	GCA_964023405.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/023/405/GCA_964023405.1_mApoAgr2.1/GCA_964023405.1_mApoAgr2.1_genomic.fna.gz	99.2	0.0	99.2	0.0	0.8
39082	Muscardinus avellanarius	dc1dd6ba3b54b803dedb3b84a4304e6f	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/383/645/GCF_963383645.1_mMusAve1.1/GCF_963383645.1_mMusAve1.1_genomic.gff.gz	GCF_963383645.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/383/645/GCF_963383645.1_mMusAve1.1/GCF_963383645.1_mMusAve1.1_genomic.fna.gz	99.2	4.7	94.6	0.8	0.0
39432	Saimiri boliviensis boliviensis	d7ed9c26e92927d687d65278fe626ef8	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Saimiri_boliviensis_boliviensis/GCA_000235385.1/ensembl/geneset/2020_03/genes.gff3.gz	GCA_000235385.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/235/385/GCA_000235385.1_SaiBol1.0/GCA_000235385.1_SaiBol1.0_genomic.fna.gz	94.6	2.3	92.2	4.7	0.8
39442	Mus musculus musculus	8c2720d04991460dd18311f2dde2f3d3	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Mus_musculus_musculus/GCA_921998335.2/ensembl/geneset/2025_07/genes.gff3.gz	GCA_921998335.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/921/998/335/GCA_921998335.2_PWK_PhJ_v3/GCA_921998335.2_PWK_PhJ_v3_genomic.fna.gz	100.0	3.1	96.9	0.0	0.0
40151	Monodon monoceros	4b3b5c40618c3123bbc2288258d221a7	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/190/385/GCA_005190385.4_mMonMon2.pri/GCA_005190385.4_mMonMon2.pri_genomic.gff.gz	GCA_005190385.4	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/190/385/GCA_005190385.4_mMonMon2.pri/GCA_005190385.4_mMonMon2.pri_genomic.fna.gz	99.2	1.6	97.7	0.8	0.0
41426	Phacochoerus africanus	a620bbfa999e466f99985bf3f6de08d7	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/906/955/GCF_016906955.1_ROS_Pafr_v1/GCF_016906955.1_ROS_Pafr_v1_genomic.gff.gz	GCF_016906955.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/906/955/GCF_016906955.1_ROS_Pafr_v1/GCF_016906955.1_ROS_Pafr_v1_genomic.fna.gz	100.0	0.8	99.2	0.0	0.0
42100	Phocoena sinus	b4ef0b3c49c46c528869d2b81678b54d	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/692/025/GCF_008692025.1_mPhoSin1.pri/GCF_008692025.1_mPhoSin1.pri_genomic.gff.gz	GCF_008692025.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/692/025/GCF_008692025.1_mPhoSin1.pri/GCF_008692025.1_mPhoSin1.pri_genomic.fna.gz	99.2	4.7	94.6	0.8	0.0
42254	Sorex araneus	16f812b9b92071a7b8b7e9df00da91ef	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/595/985/GCF_027595985.1_mSorAra2.pri/GCF_027595985.1_mSorAra2.pri_genomic.gff.gz	GCF_027595985.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/595/985/GCF_027595985.1_mSorAra2.pri/GCF_027595985.1_mSorAra2.pri_genomic.fna.gz	100.0	4.7	95.3	0.0	0.0
42410	Peromyscus eremicus	46144d678fb75bac63e7827f556794b2	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Peromyscus_eremicus/GCA_949786435.1/ensembl/geneset/2023_08/genes.gff3.gz	GCA_949786435.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/786/435/GCA_949786435.1_PerEre_H1_v1/GCA_949786435.1_PerEre_H1_v1_genomic.fna.gz	94.6	4.7	89.9	1.6	3.9
42415	Sigmodon hispidus	838d5a2783813155e69fe4e5b194559e	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/721/565/GCA_041721565.1_HispidOSU/GCA_041721565.1_HispidOSU_genomic.gff.gz	GCA_041721565.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/721/565/GCA_041721565.1_HispidOSU/GCA_041721565.1_HispidOSU_genomic.fna.gz	95.3	9.3	86.0	0.8	3.9
43179	Ictidomys tridecemlineatus	6201268733c670b00252962a08b868a8	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/094/955/GCF_052094955.1_mIctTri1.hap1/GCF_052094955.1_mIctTri1.hap1_genomic.gff.gz	GCF_052094955.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/094/955/GCF_052094955.1_mIctTri1.hap1/GCF_052094955.1_mIctTri1.hap1_genomic.fna.gz	98.4	1.6	96.9	0.8	0.8
43346	Bison bison bison	3000e5983201b5309907e47e2243a393	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/754/665/GCF_000754665.1_Bison_UMD1.0/GCF_000754665.1_Bison_UMD1.0_genomic.gff.gz	GCF_000754665.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/754/665/GCF_000754665.1_Bison_UMD1.0/GCF_000754665.1_Bison_UMD1.0_genomic.fna.gz	94.6	1.6	93.0	4.7	0.8
43780	Nasalis larvatus	d0b6295082f3e7c1a26bb6a73269d5e4	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/047/834/645/GCA_047834645.1_ASM4783464v1/GCA_047834645.1_ASM4783464v1_genomic.gff.gz	GCA_047834645.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/047/834/645/GCA_047834645.1_ASM4783464v1/GCA_047834645.1_ASM4783464v1_genomic.fna.gz	89.9	3.1	86.8	5.4	4.7
46360	Cervus elaphus hippelaphus	84389616556fcf321429114f87cf53bc	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/197/005/GCA_002197005.1_CerEla1.0/GCA_002197005.1_CerEla1.0_genomic.gff.gz	GCA_002197005.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/197/005/GCA_002197005.1_CerEla1.0/GCA_002197005.1_CerEla1.0_genomic.fna.gz	56.6	0.8	55.8	26.4	17.1
46514	Patiria miniata	51a06ffbae93f0f5e74ba9ee86010422	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/706/575/GCF_015706575.1_ASM1570657v1/GCF_015706575.1_ASM1570657v1_genomic.gff.gz	GCF_015706575.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/706/575/GCF_015706575.1_ASM1570657v1/GCF_015706575.1_ASM1570657v1_genomic.fna.gz					
46844	Leopardus geoffroyi	0953823bbb18d127b9fb8c5b1d6e8a15	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/350/155/GCF_018350155.1_O.geoffroyi_Oge1_pat1.0/GCF_018350155.1_O.geoffroyi_Oge1_pat1.0_genomic.gff.gz	GCF_018350155.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/350/155/GCF_018350155.1_O.geoffroyi_Oge1_pat1.0/GCF_018350155.1_O.geoffroyi_Oge1_pat1.0_genomic.fna.gz	100.0	0.8	99.2	0.0	0.0
48139	Psammomys obesus	ca985a997b8105d35cde2a10cf647c61	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Psammomys_obesus/GCA_002215935.2/ensembl/geneset/2020_11/genes.gff3.gz	GCA_002215935.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/215/935/GCA_002215935.2_ASM221593v2/GCA_002215935.2_ASM221593v2_genomic.fna.gz	100.0	0.8	99.2	0.0	0.0
48560	Capreolus pygargus	1e39842ab6c7015424c218e8ad026334	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Capreolus_pygargus/GCA_012922965.1/ensembl/geneset/2020_06/genes.gff3.gz	GCA_012922965.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/922/965/GCA_012922965.1_ASM1292296v1/GCA_012922965.1_ASM1292296v1_genomic.fna.gz	96.9	6.2	90.7	2.3	0.8
48708	Mesoplodon densirostris	758eeb9d673854331e0744e299d34711	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/265/405/GCF_025265405.1_mMesDen1_primary_haplotype/GCF_025265405.1_mMesDen1_primary_haplotype_genomic.gff.gz	GCF_025265405.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/265/405/GCF_025265405.1_mMesDen1_primary_haplotype/GCF_025265405.1_mMesDen1_primary_haplotype_genomic.fna.gz	100.0	10.1	89.9	0.0	0.0
